trip_distance,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount,pickup_location_id,dropoff_location_id,month,day,day_of_week,hour_of_day,trip_duration
5.77,1,23.5,0,0.5,4.86,0,0.3,29.16,230,261,5,26,5,12,1581
15.8,1,49,1,0.5,11.3,5.76,0.3,67.86,138,265,5,25,4,16,2766
18.3,1,56,0.5,0.5,9.46,5.76,0.3,72.52,230,101,3,28,2,21,1779
10.88,1,32,0.5,0.5,7.81,5.76,0.3,46.87,138,161,2,9,4,23,1982
6.41,1,32,0,0.5,6.56,0,0.3,39.36,238,79,5,22,1,15,1116
12,1,34.5,1,0.5,7.25,0,0.3,43.55,138,40,4,2,0,17,1203
12.6,3,44,0.5,0.5,0,0,0.3,45.3,107,244,6,16,5,22,3232
7,1,26,0,0.5,5.35,0,0.3,32.15,230,262,4,15,6,19,3076
12.58,1,36,0,0.5,8.51,5.76,0.3,51.07,138,88,6,6,2,13,1797
10.69,1,40,0,0.5,9.31,5.76,0.3,55.87,246,138,3,28,2,15,2772
6.87,1,26,0,0.5,5.36,0,0.3,32.16,161,231,5,22,1,11,107
8.14,1,28,0,0.5,6.91,5.76,0.3,41.47,164,95,12,9,6,18,1764
11.1,1,33.5,0.5,0.5,6.95,0,0.3,41.75,246,138,3,7,2,5,2761
7.03,1,28,0,0.5,5.76,0,0.3,34.56,163,256,3,16,4,12,1194
7,1,21.5,1,0.5,4.66,0,0.3,27.96,13,140,2,7,2,19,1122
6.99,1,27.5,0,0.5,7.08,0,0.3,35.38,230,88,4,3,1,7,2362
2.8,2,24.5,1,0.5,0,0,0.3,26.3,236,100,11,9,4,18,2191
6.66,1,28.5,0.5,0.5,5.96,0,0.3,35.76,79,41,10,12,4,23,1478
5.67,1,21.5,0.5,0.5,4,0,0.3,26.8,232,163,3,6,1,21,3889.000000000001
9.48,1,31,0.5,0.5,6.46,0,0.3,38.76,261,116,8,18,5,22,1609
8.9,1,28,0.5,0.5,5.85,0,0.3,35.15,164,243,3,15,3,23,1655
7.34,1,25,0,0.5,5.16,0,0.3,30.96,246,247,7,4,2,12,3282
7.33,1,26,0.5,0.5,5.46,0,0.3,32.76,13,257,5,23,2,1,123
28.05,1,73,0.5,0.5,10,0,0.3,84.3,132,33,8,7,1,23,1250
7,1,29.5,1,0.5,4.7,0,0.3,36,163,13,2,27,1,15,89
9.3,1,32,0.5,0.5,4.5,0,0.3,37.8,239,49,8,19,6,1,2907
12.9,1,39,0,0.5,11.35,5.76,0.3,56.91,138,161,8,8,2,7,1951
7.47,1,34.5,0,0.5,7.06,0,0.3,42.36,234,41,3,28,2,14,2157
10.23,1,38.5,1,0.5,0,5.76,0.3,46.06,100,138,11,20,1,17,2119
11.73,1,35.5,0,0.5,10.52,5.76,0.3,52.58,138,224,3,27,1,11,1257
0.1,2,2.5,0.5,0.5,0,0,0.3,3.8,148,148,7,20,4,2,2158
9.5,1,32,0,0.5,7.71,5.76,0.3,46.27,138,100,9,15,5,9,2062
8.36,1,29.5,0.5,0.5,6.16,0,0.3,36.96,249,42,9,15,5,3,3468
4.56,1,21.5,0,0.5,4.46,0,0.3,26.76,50,152,3,4,6,13,1931
5.63,1,25,0,0.5,5.16,0,0.3,30.96,148,142,6,16,5,17,1219
7.39,1,21.5,0.5,0.5,5.7,0,0.3,28.5,48,244,10,15,0,23,25
10.57,1,30.5,0,0.5,7.41,5.76,0.3,44.47,162,138,10,17,2,15,3506
11.7,1,39,0,0.5,11.35,5.76,0.3,56.91,68,138,3,9,4,13,3302
8.6,1,27,0.5,0.5,5.66,0,0.3,33.96,13,142,7,29,6,20,1141
12.43,1,41,0,0.5,7.13,5.76,0.3,54.69,138,186,8,30,3,9,1302
8.67,1,26,0.5,0.5,5.46,0,0.3,32.76,239,88,11,16,4,22,2336
8.7,1,29.5,1,0.5,9.25,5.76,0.3,46.31,233,138,2,23,4,15,1861
37.1,1,100,0,0,10,18.26,0.3,128.56,138,265,9,4,1,9,2001
6.85,1,23,0,0.5,5.95,0,0.3,29.75,87,237,6,14,3,14,2096
7.9,1,24,0,0.5,4.96,0,0.3,29.76,138,36,9,3,0,18,3451
10.7,1,32,0.5,0.5,4,0,0.3,37.3,138,107,5,13,6,20,1250
9.9,1,28,0.5,0.5,7,5.76,0.3,42.06,138,162,4,5,3,20,2842
4.35,1,30.5,0,0.5,7.82,0,0.3,39.12,48,79,2,16,4,13,3391
9.85,1,33,0.5,0.5,6.86,0,0.3,41.16,138,49,3,6,1,20,1807
8.1,1,31.5,0,0.5,8,5.76,0.3,46.06,138,233,9,23,6,17,2991
6.43,2,22.5,0.5,0.5,0,0,0.3,23.8,107,198,2,18,6,4,1564
4.89,1,29.5,1,0.5,6.26,0,0.3,37.56,238,113,1,19,4,16,2301
0.03,2,3,0.5,0.5,0,0,0.3,4.3,107,164,11,30,4,23,2036
9.94,1,30,0.5,0.5,0,0,0.3,31.3,142,235,6,18,0,0,2124
3.8,1,21.5,0,0.5,4.45,0,0.3,26.75,113,140,12,8,5,14,1484
8.44,1,25.5,0.5,0.5,15,5.76,0.3,47.56,138,236,5,3,3,21,2064
6.1,1,28,0,0.5,2.88,0,0.3,31.68,162,13,5,23,2,11,3663.000000000001
6.24,1,22,0,0.5,4.56,0,0.3,27.36,87,161,10,16,1,14,47
10,2,36,1,0.5,0,0,0.3,37.8,230,119,5,17,3,19,2264
0.2,1,3,0,0.5,0.75,0,0.3,4.55,236,236,3,3,5,12,1940
11.3,1,49,1,0.5,16.95,5.76,0.3,73.51,138,163,11,28,2,16,2811
8.6,1,28.5,0.5,0.5,7.11,5.76,0.3,42.67,50,181,5,23,2,23,1639
14.52,1,44.5,1,0.5,10.41,5.76,0.3,62.47,142,188,2,23,4,19,2633
11.6,1,36,1,0.5,10.89,5.76,0.3,54.45,138,230,2,16,4,18,1048
11.5,1,39.5,0,0.5,9.21,5.76,0.3,55.27,142,138,4,5,3,14,1522
7.4,1,24.5,0,0.5,2.5,0,0.3,27.8,263,88,5,16,2,11,2034
15.81,1,42.5,0.5,0.5,12.39,5.76,0.3,61.95,138,265,4,15,6,20,1995
5.83,1,26.5,0,0.5,2.73,0,0.3,30.03,211,263,2,27,1,15,1378
7.8,1,27.5,0.5,0.5,5.76,0,0.3,34.56,264,97,11,7,2,21,1573
4.05,1,25,0.5,0.5,7.89,0,0.3,34.19,230,226,11,29,3,23,1880
11.25,1,47,0,0.5,13.39,5.76,0.3,66.95,138,162,3,27,1,11,1003
8.5,1,29,0,0.5,5.95,0,0.3,35.75,138,163,8,19,6,15,1726
9.05,1,40,1,0.5,12.54,0,0.3,54.34,164,145,5,24,3,16,1691
6.32,1,22.5,0.5,0.5,4.76,0,0.3,28.56,13,239,5,22,1,21,1652
7.95,1,31.5,0.5,0.5,0,0,0.3,32.8,107,72,7,10,1,20,1415
10.4,1,39,0,0.5,9.1,5.76,0.3,54.66,138,48,3,17,5,12,2439
8.52,1,26,0,0.5,2.68,0,0.3,29.48,13,236,4,7,5,8,2151
10.3,1,30,1,0.5,7.5,5.76,0.3,45.06,233,138,2,8,3,18,6081
5.63,1,22,0,0.5,5.7,0,0.3,28.5,43,13,4,16,0,14,959
6.5,1,22,0.5,0.5,4.65,0,0.3,27.95,145,41,4,14,5,20,1763
10.2,2,29.5,0.5,0.5,0,0,0.3,30.8,79,244,10,19,4,3,1574
9.7,1,29,0,0.5,7.1,5.76,0.3,42.66,138,162,10,28,6,10,1506
10.43,1,34,1,0.5,10.39,5.76,0.3,51.95,138,113,9,26,2,16,1892
9.86,1,41,1,0.5,9,5.76,0.3,57.56,138,48,11,7,2,17,1343
0.25,1,3,0,0.5,0.95,0,0.3,4.75,43,142,5,13,6,18,2007
10.6,1,31.5,0.5,0.5,8.2,0,0.3,41,138,25,9,3,0,21,1095
18.9,1,69,0,0.5,0,11.52,0.3,81.32,48,220,7,7,5,19,2645
18.25,1,66.5,0,0,21.08,17.5,0.3,105.38,158,1,2,24,5,19,2279
6.21,1,23.5,1,0.5,5.06,0,0.3,30.36,13,234,9,4,1,16,1315
28.63,1,97,0.5,0.5,4,5.76,0.3,108.06,132,265,3,26,0,20,60.00000000000001
11,3,31.5,0.5,0.5,0,0,0.3,32.8,170,18,6,7,3,2,1629
9.88,2,36.5,0,0.5,0,0,0.3,37.3,161,138,12,23,6,15,1236
6.27,2,23.5,0,0.5,0,0,0.3,24.3,107,238,2,9,4,10,1796
12.57,1,38,0,0.5,8.91,5.76,0.3,53.47,100,138,1,29,0,13,1654
8.39,1,24.5,0,0.5,5.06,0,0.3,30.36,142,127,3,28,2,12,3300
18.3,1,51.5,0,0.5,8,0,0.3,60.3,132,112,7,29,6,14,1001
7.5,1,30.5,0.5,0.5,9.5,0,0.3,41.3,239,65,6,24,6,20,1055
6.31,1,23.5,0,0.5,4.86,0,0.3,29.16,50,116,4,16,0,11,1371
12,1,34.5,0.5,0.5,7.16,0,0.3,42.96,138,181,9,13,3,0,1573
0.38,1,3,0,0.5,0.68,0,0.3,4.48,236,263,11,6,1,19,1605
7.3,1,23,0.5,0.5,4.85,0,0.3,29.15,140,33,10,2,1,20,1330
7.19,1,23,1,0.5,7.44,0,0.3,32.24,237,88,12,20,3,19,1137
10.12,1,28.5,0.5,0.5,5.96,0,0.3,35.76,138,66,10,16,1,20,1778
8.07,1,26,0.5,0.5,0,0,0.3,27.3,75,24,11,8,3,23,1777
7.48,2,23,0.5,0.5,0,0,0.3,24.3,48,42,8,11,5,2,1944
8.06,1,26.5,0,0.5,6.61,5.76,0.3,39.67,138,233,10,3,2,15,1367
13.09,1,37.5,1,0.5,9.82,0,0.3,49.12,132,91,9,20,3,18,2998
7.7,1,32,0,0.5,6.55,0,0.3,39.35,87,43,4,5,3,11,2177
11.8,1,45,0,0.5,6.87,0,0.3,52.67,225,223,10,11,3,9,1181
0.29,2,3,0.5,0.5,0,0,0.3,4.3,87,87,7,21,5,3,3884.000000000001
5.29,1,21.5,0,0.5,3.34,0,0.3,25.64,161,7,8,10,4,12,1805
13.2,1,36.5,0.5,0.5,8.7,5.76,0.3,52.26,138,51,11,29,3,23,2293
9.88,1,38,0,0.5,11.64,0,0.3,50.44,163,181,6,4,0,14,1341
13.69,1,37.5,0.5,0.5,7.76,0,0.3,46.56,13,244,8,17,4,23,1793
9.9,1,36.5,0,0.5,7.45,0,0.3,44.75,138,125,5,25,4,11,1633
10.07,1,32,0,0.5,6,5.76,0.3,44.56,239,138,6,24,6,16,2140
7.34,1,28.5,0,0.5,7.01,5.76,0.3,42.07,234,228,6,27,2,11,2555
10.72,1,33.5,0,0.5,10.29,0,0.3,44.59,143,138,2,6,1,14,3483
8.8,1,26.5,0.5,0.5,7,5.76,0.3,40.56,138,164,9,24,0,21,1244
7.24,1,24,0,0.5,1.74,0,0.3,26.54,140,140,3,18,6,12,2070
10.04,2,28.5,0.5,0.5,0,5.76,0.3,35.56,138,79,6,28,3,0,3481
7.49,1,22,0.5,0.5,5.81,5.76,0.3,34.87,138,75,9,3,0,21,1409
8.61,1,28.5,0.5,0.5,5.96,0,0.3,35.76,48,243,3,3,5,23,974
8.26,1,33.5,0,0.5,0,0,0.3,34.3,48,37,7,20,4,14,1543
20.5,1,58.5,0.5,0.5,10,0,0.3,69.8,132,97,8,20,0,23,1865
6.45,2,23,0.5,0.5,0,0,0.3,24.3,144,49,6,28,3,2,1897
7.2,1,24,1,0.5,6.45,0,0.3,32.25,261,262,5,25,4,19,2373
5.79,1,24,0,0.5,3.25,0,0.3,28.05,238,146,11,29,3,11,1747
10.7,1,35.5,0,0.5,10,5.76,0.3,52.06,138,125,10,14,6,15,88
8.34,1,25,0.5,0.5,4.81,5.76,0.3,36.87,138,164,8,20,0,20,1557
7.7,1,24.5,0,0.5,5.05,0,0.3,30.35,138,256,3,4,6,14,1607
13.06,1,38.5,0,0.5,9.01,5.76,0.3,54.07,87,138,8,30,3,12,2430
9.82,1,34,0.5,0.5,7.06,0,0.3,42.36,237,66,3,5,0,20,1151
6.7,1,22.5,1,0.5,6.08,0,0.3,30.38,237,88,3,28,2,19,2173
0.38,1,3,0.5,0.5,1.4,0,0.3,5.7,48,48,10,5,4,0,1543
14.8,2,42,0,0.5,0,0,0.3,42.8,138,133,10,28,6,13,2656
6.94,1,23.5,0.5,0.5,4.96,0,0.3,29.76,68,74,8,31,4,21,2035
20.4,2,58,0,0.5,0,0,0.3,58.8,138,22,3,11,6,12,1924
12.57,1,43,0.5,0.5,11.08,0,0.3,55.38,138,61,8,7,1,22,2244
9.27,1,30,0,0.5,7.31,5.76,0.3,43.87,162,138,7,17,1,12,1254
9.1,1,31.5,1,0.5,7.8,5.76,0.3,46.86,138,48,4,16,0,17,1642
0.19,1,50,0,0,15.09,0,0.3,65.39,129,129,9,25,1,19,1438
7.39,1,31,0,0.5,6.36,0,0.3,38.16,238,261,2,8,3,11,1880
12.11,1,35.5,0.5,0.5,2.5,5.76,0.3,45.06,257,140,10,6,5,22,1996
17.7,1,48,0,0.5,16.35,5.76,0.3,70.91,230,138,1,17,2,11,1733
0.06,2,2.5,0.5,0.5,0,0,0.3,3.8,89,89,2,10,5,2,2191
15.6,1,43.5,0.5,0.5,5.2,0,0.3,50,132,15,3,26,0,20,1989
9.9,1,31.5,1,0.5,7.8,5.76,0.3,46.86,90,138,8,20,0,18,1164
8.76,2,32,0,0.5,0,0,0.3,32.8,138,255,3,20,1,8,3007
10.5,1,31,0,0.5,5.63,5.76,0.3,43.19,170,138,3,17,5,13,1922
17.13,1,63,0,0,14.76,10.5,0.3,88.56,186,1,9,24,0,9,1509
9.79,1,34,0,0.5,10.14,5.76,0.3,50.7,138,151,1,29,0,15,1626
10.9,1,31.5,1,0.5,7.8,5.76,0.3,46.86,138,230,2,5,0,19,2129
8.6,1,28.5,0,0.5,6.95,5.56,0.3,41.81,233,138,5,2,2,13,882
6.56,1,25.5,0,0.5,4,0,0.3,30.3,164,168,10,5,4,9,3780.000000000001
8.84,1,28,0.5,0.5,10.52,5.76,0.3,45.58,79,95,5,6,6,0,1564
2.65,1,21.5,0,0.5,4.46,0,0.3,26.76,238,140,5,14,0,8,2109
11.5,1,36,0.5,0.5,7.45,0,0.3,44.75,231,223,3,8,3,22,1356
9.6,1,30,0,0.5,10.95,5.76,0.3,47.51,138,238,9,1,5,18,2030
8.79,1,29,0,0.5,7.11,5.76,0.3,42.67,138,170,12,11,1,13,3695.000000000001
12.22,1,40.5,0,0.5,9.41,5.76,0.3,56.47,163,138,2,7,2,10,1491
10.1,1,30.5,0,0.5,7.8,0,0.3,39.1,132,225,6,5,1,13,1404
4.34,2,23.5,0,0.5,0,0,0.3,24.3,100,236,6,28,3,11,2207
4.97,1,24,1,0.5,5.16,0,0.3,30.96,261,48,8,16,3,18,2496
5.8,1,23.5,1,0.5,5.05,0,0.3,30.35,107,7,3,2,4,19,1403
4.23,1,22,0,0.5,4.56,0,0.3,27.36,75,234,6,23,5,17,2123
9,1,34,0,0.5,8.1,5.76,0.3,48.66,138,233,6,25,0,10,1071
11.98,1,34,0,0.5,6.96,0,0.3,43.71,40,138,10,14,6,13,2053
2.11,1,22,1,0.5,9,0,0.3,32.8,161,137,3,28,2,17,3152
11.73,2,38,0,0.5,0,5.76,0.3,44.56,230,138,11,19,0,12,1646
8.68,1,25,0,0.5,6.31,5.76,0.3,37.87,137,138,2,15,3,11,1974
9.1,1,27,0.5,0.5,6.8,5.76,0.3,40.86,229,138,7,30,0,5,4294
7.5,2,23,0.5,0.5,0,0,0.3,24.3,132,258,1,19,4,22,3392
5.4,2,21.5,0.5,0.5,0,0,0.3,22.8,264,264,3,9,4,22,1622
3.6,1,23,1,0.5,4.95,0,0.3,29.75,158,162,10,4,3,18,1213
11.42,1,35.5,0,0.5,9.08,0,0.3,45.38,164,235,9,3,0,7,2191
11,3,43.5,0,0.5,0,5.76,0.3,50.06,138,230,6,7,3,11,2125
2.7,1,2.5,0,0.5,0,0,0.3,3.3,186,186,5,6,6,16,2319
5,1,22.5,0,0.5,2.5,0,0.3,25.8,230,45,6,25,0,14,1976
6.13,1,26,0,0.5,6.7,0,0.3,33.5,261,162,12,11,1,11,1656
6.9,1,22.5,0,0.5,4.66,0,0.3,27.96,170,25,10,28,6,12,2269
8.7,1,25,0.5,0.5,5.26,0,0.3,31.56,138,16,10,6,5,22,1853
18.6,1,53.5,0,0.5,0.2,0,0.3,54.5,132,26,5,3,3,11,1837
6.61,2,22,0,0.5,0,0,0.3,22.8,239,261,3,18,6,9,1964
8.69,1,36,0,0.5,7.36,0,0.3,44.16,138,229,3,5,0,12,4029.000000000001
7.34,1,25,0,0.5,4,5.76,0.3,35.56,236,138,2,5,0,10,1464
8.34,1,27,0.5,0.5,5.66,0,0.3,33.96,138,170,5,23,2,23,3080
4.5,2,32.5,0,0.5,0,0,0.3,33.3,231,230,6,29,4,13,2425
6.23,1,21.5,0,0.5,5.61,5.76,0.3,33.67,87,133,2,7,2,12,1175
6.9,1,26,1,0.5,5.55,0,0.3,33.35,163,138,4,4,2,16,1949
7.9,1,24,0,0.5,6.11,5.76,0.3,36.67,138,236,11,6,1,18,2311
10.6,2,32,0.5,0.5,0,0,0.3,33.3,132,61,12,22,5,1,2183
10.2,1,31.5,0,0.5,4.85,0,0.3,37.15,41,87,4,16,0,13,2154
15.06,1,45,0,0.5,10.31,5.76,0.3,61.87,138,87,10,4,3,10,859
8.6,1,36,1,0.5,8.7,5.76,0.3,52.26,138,100,11,5,0,16,1110
13.96,2,46.5,1,0.5,0,5.76,0.3,54.06,138,211,12,11,1,16,1963
10.86,1,33,0.5,0.5,8.01,5.76,0.3,48.07,138,163,11,29,3,22,1773
5.44,1,23.5,1,0.5,5.06,0,0.3,30.36,239,249,1,18,3,18,1625
7.14,2,22,0.5,0.5,0,0,0.3,23.3,90,116,6,18,0,5,1071
12.25,2,39,1,0.5,0,0,0.3,40.8,138,76,3,19,0,17,1959
0.68,2,92.59,0,0.5,0,0,0.3,93.39,143,142,12,11,1,15,2159
10.12,1,30.5,0.5,0.5,7.51,5.76,0.3,45.07,138,90,10,2,1,20,1836
8.8,1,30,0,0.5,6.15,0,0.3,36.95,33,236,2,4,6,17,2101
10.94,1,34.5,0.5,0.5,7.16,0,0.3,42.96,132,61,10,13,5,20,2238
8.11,1,28,0.5,0.5,5.86,0,0.3,35.16,249,74,3,17,5,20,1753
9.84,1,35.5,0,0.5,10.52,5.76,0.3,52.58,138,161,5,2,2,12,1208
11.69,1,38,0,0.5,8.91,5.76,0.3,53.47,138,230,10,3,2,11,1813
4.37,1,22,0.5,0.5,5.83,0,0.3,29.13,148,246,10,4,3,20,1887
10.33,1,29.5,0,0.5,9.02,5.76,0.3,45.08,138,113,10,7,6,9,1868
10.55,1,36,1,0.5,8.71,5.76,0.3,52.27,138,230,3,6,1,18,1693
12.9,2,36,0.5,0.5,0,0,0.3,37.3,90,212,4,8,6,2,2455
10.54,1,30,1,0.5,7.51,5.76,0.3,45.07,138,161,5,2,2,19,1807
16.06,1,43,0.5,0.5,12.52,5.76,0.3,62.58,138,261,1,29,0,21,1533
0.08,1,3,0.5,0.5,0.86,0,0.3,5.16,186,164,11,29,3,22,1244
12.5,1,44,0,0.5,10,5.76,0.3,60.56,138,230,3,5,0,9,1048
10.66,1,34,0,0.5,8.11,5.76,0.3,48.67,138,161,12,10,0,10,1106
11.9,1,35.5,0,0.5,8.4,5.76,0.3,50.46,161,138,1,19,4,7,1374
9.17,2,30.5,0,0.5,0,0,0.3,31.3,138,97,2,10,5,14,2811
4.4,1,22,0,0.5,4.5,0,0.3,27.3,186,236,10,14,6,10,2176
1.38,2,21.5,0,0.5,0,0,0.3,22.3,161,68,12,12,2,13,1908
12,1,37,1,0.5,7.75,0,0.3,46.55,138,261,10,3,2,19,69
11.11,1,49.5,0,0.5,0,0,0.3,50.3,133,197,12,13,3,6,2749
15,1,41,1,0.5,9.71,5.76,0.3,58.27,138,87,10,15,0,18,1570
8.9,1,26.5,1,0.5,6.81,5.76,0.3,40.87,138,237,8,9,3,18,2173
11.5,1,39.5,0,0.5,6.66,0,0.3,46.96,132,17,3,17,5,17,2229
7.17,1,21.5,0.5,0.5,4.2,0,0.3,27,138,237,11,18,6,21,1432
8.57,1,25.5,0,0.5,6.41,5.76,0.3,38.47,236,138,5,3,3,7,3096
8.1,1,25.5,0.5,0.5,5.35,0,0.3,32.15,107,228,7,28,5,2,1744
9.14,1,33,1,0.5,3.48,0,0.3,38.28,140,181,4,4,2,16,1927
17.7,1,48,0,0.5,4,0,0.3,52.8,33,132,11,8,3,6,2279
11.07,1,35.5,1,0.5,8.61,5.76,0.3,51.67,93,116,8,30,3,17,3126
7.83,1,24.5,0.5,0.5,5.16,0,0.3,30.96,48,243,12,19,2,23,1328
5.15,1,25,1,0.5,6.7,0,0.3,33.5,239,144,8,22,2,18,2096
8,1,24.5,0.5,0.5,6.3,5.76,0.3,37.86,141,138,11,5,0,4,1400
8.12,2,29,0,0.5,0,5.76,0.3,35.56,141,138,2,9,4,7,1956
9.2,1,42,0,0.5,8.55,0,0.3,51.35,138,237,8,30,3,14,1120
7.29,1,23.5,0,0.5,2.8,0,0.3,27.1,189,137,7,28,5,10,1903
10,1,36,1,0.5,7.55,0,0.3,45.35,138,125,10,2,1,17,1450
8.91,1,28.5,0,0.5,7.01,5.76,0.3,42.07,137,138,6,3,6,14,1514
13.51,1,43.5,0,0.5,12.52,5.76,0.3,62.58,48,14,3,25,6,11,1246
7.81,1,22.5,0.5,0.5,5.91,5.76,0.3,35.47,138,263,9,23,6,21,2563
8.9,1,32,0,0.5,9.6,5.76,0.3,48.16,138,164,12,10,0,12,2211
8.1,1,27.5,0,0.5,8.5,5.76,0.3,42.56,138,263,8,9,3,15,1317
8.46,1,36.5,0.5,0.5,7.56,0,0.3,45.36,142,66,5,6,6,0,1824
7.8,1,37.5,1,0.5,7.85,0,0.3,47.15,116,90,5,22,1,16,1785
7.31,1,25,0.5,0.5,4,0,0.3,30.3,113,71,3,28,2,0,1630
8.1,1,24.5,0,0.5,5.06,0,0.3,30.36,41,79,3,25,6,18,1415
4.59,2,23.5,0,0.5,0,0,0.3,24.3,13,163,1,30,1,9,1638
8.02,1,23,0.5,0.5,4.94,5.76,0.3,35,262,138,2,17,5,4,1647
5.92,1,24.5,0,0.5,4,0,0.3,29.3,231,238,11,6,1,13,2287
9.93,1,35,0,0.5,8.31,5.76,0.3,49.87,48,138,5,2,2,13,2441
0.3,1,3,0.5,0.5,0.85,0,0.3,5.15,141,141,4,5,3,22,2378
16.54,1,48.5,0.5,0.5,9.96,0,0.3,59.76,132,255,7,28,5,21,2656
10.75,1,55,0,0,7,10.5,0.3,72.8,68,265,3,6,1,19,1976
10.9,1,30.5,0.5,0.5,7.95,0,0.3,39.75,138,33,10,12,4,0,2315
10.67,1,36.5,0,0.5,7.46,0,0.3,44.76,132,37,1,9,1,7,1690
9.62,1,28,0.5,0.5,8.76,5.76,0.3,43.82,138,237,11,18,6,20,1653
10.7,1,36.5,1,0.5,7.66,0,0.3,45.96,125,138,10,15,0,16,1577
9.29,1,26.5,0,0.5,6.61,5.76,0.3,39.67,162,138,12,9,6,6,2227
11.39,1,33,0.5,0.5,10.29,0,0.3,44.59,138,144,10,17,2,20,1207
4.68,1,22,0,0.5,4,0,0.3,26.8,79,163,3,29,3,10,1610
9.68,1,51.5,1,0.5,10.66,0,0.3,63.96,140,171,5,15,1,16,2054
7.95,1,30.5,0,0.5,6.26,0,0.3,37.56,234,157,3,17,5,18,1358
6.4,1,22.5,0,0.5,4.65,0,0.3,27.95,13,238,9,25,1,7,1470
3.29,1,22.5,0,0.5,4.66,0,0.3,27.96,43,100,9,13,3,12,2130
5.3,1,25,0,0.5,5.15,0,0.3,30.95,100,255,9,23,6,15,1013
6.39,2,22,1,0.5,0,0,0.3,23.8,243,143,5,16,2,18,1798
4.24,2,23.5,0,0.5,0,0,0.3,24.3,42,237,4,27,4,12,994
5.54,1,23,0.5,0.5,4.86,0,0.3,29.16,230,97,8,8,2,22,1750
8.36,1,28.5,1,0.5,7.58,0,0.3,37.88,25,79,6,25,0,18,1823
3.5,1,23.5,1,0.5,5.05,0,0.3,30.35,237,114,9,14,4,16,1811
8.4,1,28.5,0,0.5,7,5.76,0.3,42.06,95,164,5,25,4,9,1443
5.62,1,22,0.5,0.5,5.5,0,0.3,28.8,107,37,7,17,1,23,1302
8.7,1,28.5,0,0.5,5.85,0,0.3,35.15,239,144,10,27,5,19,1217
19.18,1,69,0,0,17.66,19,0.3,105.96,230,1,9,21,4,6,1847
9.61,1,30.5,0.5,0.5,6.36,0,0.3,38.16,161,62,1,6,5,0,1966
7.06,1,26.5,0,0.5,5.46,0,0.3,32.76,236,249,10,13,5,16,1596
8.75,1,32,0,0.5,7.71,5.76,0.3,46.27,138,68,9,24,0,14,1397
8.31,1,25,0,0.5,6.31,5.76,0.3,37.87,138,116,9,3,0,17,2098
3.39,1,22,0,0.5,4.56,0,0.3,27.36,100,141,12,11,1,12,1070
9.28,1,29.5,0,0.5,7.21,5.76,0.3,43.27,137,138,5,4,4,9,1893
6.99,2,33.5,0,0.5,0,0,0.3,34.3,261,186,4,20,4,12,865
22.53,2,85.5,0,0,0,22.7,0.3,108.5,164,1,1,10,2,9,1451
14.88,1,42,0.5,0.5,8.66,0,0.3,51.96,132,210,3,17,5,20,1127
5.2,1,22.5,1,0.5,4.85,0,0.3,29.15,161,13,2,6,1,16,2058
0.18,1,59,0,0,11.86,0,0.3,71.16,161,230,5,13,6,23,1282
8.4,1,32.5,0,0.5,7.81,5.76,0.3,46.87,138,161,3,8,3,9,1495
14.9,1,42.5,0,0.5,9.8,5.76,0.3,58.86,87,138,2,8,3,10,1078
7.69,1,23,0,0.5,3.57,0,0.3,27.37,239,127,7,29,6,18,1810
5.49,1,26,0,0.5,5.36,0,0.3,32.16,90,231,4,17,1,12,1717
6.8,1,24,0.5,0.5,5.05,0,0.3,30.35,231,233,11,7,2,22,1090
5.9,2,21.5,0,0.5,0,0,0.3,22.3,170,129,5,6,6,16,2241
10.62,1,37.5,0,0.5,8.81,5.76,0.3,52.87,161,40,1,29,0,12,2858
6.75,1,24.5,0.5,0.5,6.45,0,0.3,32.25,162,261,10,3,2,22,2122
10.34,1,31,0,0.5,7.51,5.76,0.3,45.07,138,161,5,5,5,11,2744
10.58,1,38,0,0.5,8.91,5.76,0.3,53.47,138,161,10,16,1,8,84683
10.8,2,32,0.5,0.5,0,0,0.3,33.3,254,243,6,7,3,1,2100
0.2,1,3,1,0.5,0.72,0,0.3,5.52,239,143,2,5,0,18,2915
9.13,1,28.5,0,0.5,3.7,0,0.3,33,236,25,10,14,6,10,2202
13.15,1,41,0,0.5,0,5.76,0.3,47.56,138,200,10,29,0,14,1409
8.65,1,31,0,0.5,7.51,5.76,0.3,45.07,43,138,1,9,1,8,1519
23.4,1,89,1,0.5,20,0,0.3,110.8,138,265,3,5,0,17,847
6.05,1,22,1,0.5,4.76,0,0.3,28.56,12,45,3,16,4,19,1863
3.7,1,25,0,0.5,5.16,0,0.3,30.96,140,186,10,3,2,14,2169
12.44,1,35.5,0.5,0.5,8.51,5.76,0.3,51.07,48,138,1,19,4,5,2860
6.9,1,26.5,0.5,0.5,5.55,0,0.3,33.35,231,263,10,11,3,21,2724
6.5,2,27,0,0.5,0,0,0.3,27.8,43,234,6,18,0,11,1743
0.6,2,23,0,0,0,0,0.3,23.3,162,170,12,21,4,15,1876
8.95,2,31,1,0.5,0,5.76,0.3,38.56,138,161,7,30,0,19,1489
8.36,1,25.5,0,0.5,5.26,0,0.3,33.51,263,65,3,16,4,8,2043
7.7,1,24,0,0.5,0,0,0.3,24.8,155,124,9,5,2,6,2074
